numero;intervenant;nature_chantier;nature_travaux;etat;date_debut;date_fin;mesures_police;last_update;adresse;commune;code_insee;contact_tel;contact_mail;contact_url;gid
202512050;ORANGE SA;Construction, renouvellement et réparation réseau TELECOM, RMT ET VIDEO;Déplacement ou dévoiement de réseau (télécom ou video);Validé;2025-11-21;2026-01-21;;2025-12-16 15:02:03.566664+01:00;Face  au 225 Route de Genas (Villeurbanne);Bron;69029;;;;198436
202210469;AOMTL (SYTRAL Mobilités);Aménagement pour les transports en commun;Création / aménagement de voie Bus / Tram;Ouvert;2025-09-22;2026-09-30;;2025-12-16 15:02:03.309886+01:00;RD517A entre le pont de La Soie et le giratoire Marcellin;Vaulx en Velin;69256;;;;195440
202311802;SERL;Création / aménagement d'espace public;Création / aménagement espace public  (Places, ZAC, ...);Ouvert;2025-01-30;2030-10-31;;2025-01-31 09:02:01.416984+01:00;Périmètre : Entre l'Avenue Rosa Parks / Rue Maurice Béjart / Avenue d'Ecully / Avenue David Ben Gourion (Champagne-au-Mont-d'Or, Lyon 9e Arrondissement);Lyon 9ème;69389;;;;153300
202512110;EAU DU GRAND LYON - LA REGIE TRAVAUX PROGRAMMABLES;Branchements eau potable < à 25 ml;Construction branchement eau potable < 25 ml;Validé;2025-12-01;2025-12-26;;2025-12-16 15:02:03.619171+01:00;Rue de Surville (angle Rue Saint Jean de Dieu) (Lyon 7e Arrondissement);Lyon 7ème;69387;09 69 39 69 99;;;198676
202512154;DCE / RT / Rive Gauche;Branchements d'assainissement < à 25 ml;Réparation branchement d'assainissement  < 25 ml;Validé;2025-12-15;2026-01-16;;2025-12-16 15:02:03.265616+01:00;50 Cours Richard Vitton (Lyon 3ème Arrondissement);Lyon 3ème;69383;04 28 67 55 00;;;198810
202307062;TSU / TOS / VTPS-S2;Création / aménagement d'espace public;Création de voie nouvelle;Ouvert;2025-02-17;2025-05-02;Circulation alternée, Circulation interdite, Circulation réduite, Restriction de jour, Stationnement interdit, Trottoir interdit;2025-03-17 18:01:50.809432+01:00;Rue des Martyrs de la Résistance (Vénissieux);Venissieux;69259;04 26 99 33 50;;;183034
202410487;EAU DU GRAND LYON - LA REGIE TRAVAUX PROGRAMMABLES;Construction, renouvellement et réparation réseau eau potable;Aménagement, renouvellement de canalisation eau potable sans branchement;Validé;2025-09-22;2025-12-29;;2025-12-16 15:02:03.977423+01:00;Rue de la Feyssine (Villeurbanne);Villeurbanne;69266;09 69 39 69 99;;;195486
202312259;AOMTL (SYTRAL Mobilités);Aménagement pour les transports en commun;Création / aménagement de voie Bus / Tram;Ouvert;2023-11-27;2026-03-27;;2023-11-27 12:06:47.413813+01:00;Au niveau du 1 Rue de Turin (Lyon 7ème Arrondissement) ;Lyon 7ème;69387;;;;153882
202512314;RTE CDI LYON;Aménagement, rénouvellement réseau transport électrique RTE;Aménagement, rénouvellement réseau transport électrique RTE;Ouvert;2025-12-12;2026-02-13;;2025-12-12 15:02:08.429517+01:00;Du 13 Rue du Canal (Villeurbanne), , au 92 Rue de Verdun (Villeurbanne);Villeurbanne;69266;;rte-seraa-clientele@rte-france.com;;200163
202512265;EAU DU GRAND LYON - LA REGIE TRAVAUX PROGRAMMABLES;Branchements eau potable < à 25 ml;Renouvellement branchement Eau Potable < 25ml;Validé;2025-11-17;2025-12-26;;2025-12-16 15:02:03.120001+01:00;82 Rue Saint Georges (Lyon 5ème Arrondissement);Lyon 5ème;69385;09 69 39 69 99;;;198750
202512342;ENEDIS;Construction, renouvellement et réparation réseau électrique;Construction de réseau et branchement électrique;Validé;2025-12-22;2026-01-16;;2025-12-16 15:02:03.949785+01:00;4 Rue Lortet (Oullins);Oullins;69149;;;www.enedis.fr/aide_contact;199179
202512376;ENEDIS;Branchements réseau électrique < 25 ml;Suppression de branchement électrique < 25 ml;Ouvert;2025-12-15;2025-12-26;;2025-12-16 15:02:03.173518+01:00;16 Rue Roquette (Lyon 9e Arrondissement);Lyon 9ème;69389;;;www.enedis.fr/aide_contact;198911
202314556;MOU / Espaces Publics Infrastructures;Aménagements cyclables et Engin de Déplacement Personnel;Création / Aménagement  / Entretien de bande cyclable;Ouvert;2025-07-07;2026-05-29;;2025-12-16 15:02:03.736868+01:00; - Quai Arloing, Quai Jayr, Quai du Commerce, Quai Paul Sédallian (du Pont Général Koenig au Pont de l'Ile Barbe) (Lyon 9e Arrondissement);Lyon 9ème;69389;;;https://www.grandlyon.com/pratique/nous-contacter;191300
202512856;GrDF - APPI (interventions planifiés);Construction, renouvellement  et réparation réseau gaz;Intervention sur réseau gaz;Validé;2025-12-10;2025-12-31;;2025-12-16 15:02:03.982242+01:00;Rue Bonnefoi (Lyon 3e Arrondissement);Lyon 3ème;69383;09 69 36 35 34;;;199774
202513126;TSU / TNO / VTPN-N3;Entretien des chaussées;Réfection partielle de chaussée;Validé;2025-12-10;2026-03-10;;2025-12-16 15:02:03.838352+01:00;Entre N° 539 et N° 565 Chemin de la Plage (Rochetaillée-sur-Saône);Rochetaillee Sur Saone;69168;04 28 67 52 00;;;200065
202513156;EAU DU GRAND LYON - LA REGIE TRAVAUX PROGRAMMABLES;Branchements eau potable < à 25 ml;Construction branchement eau potable < 25 ml;Validé;2026-01-05;2026-01-23;;2025-12-16 15:02:03.650893+01:00;Du 68 au 70 Boulevard des Droits de l'Homme (Vaulx-en-Velin);Vaulx en Velin;69256;09 69 39 69 99;;;200102
202509706;LYON - Eclairage Public;Construction, renouvellement et réparation réseau Eclairage Public;Aménagement, renouvellement réseau éclairage public;Ouvert;2025-10-14;2025-12-19;;2025-12-16 15:02:03.820582+01:00;Au droit du n°47 Rue des Acqueducs (LYON 5);Lyon 5ème;69385;;;;195172
202508937;ENEDIS;Construction, renouvellement et réparation réseau électrique;Construction de réseau et branchement électrique;Ouvert;2025-12-09;2026-03-31;;2025-12-09 15:02:23.642937+01:00;Rue Guillermin, entre Route de Genas et Rue Marcel Bramet (Bron);Bron;69029;;;www.enedis.fr/aide_contact;200175
202511566;EAU DU GRAND LYON - LA REGIE ENTRETIEN;Branchements eau potable < à 25 ml;Réparation branchement eau potable  < 25 ml;Ouvert;2025-10-22;2026-01-30;;2025-12-09 15:02:22.858060+01:00;d'environ 15 mètres au Sud de l'angle avec Rue J.Macé à Nord du 17 Rue Louis Aulagne (Oullins);Oullins;69149;09 69 39 69 99;;;200178
202509800;GrDF - Ingénierie;Branchements gaz < 25 ml;Construction branchement gaz < 25 ml;Ouvert;2025-11-28;2025-12-12;Circulation alternée, Circulation réduite, Restriction de jour, Restriction de nuit;2025-12-16 15:02:03.791446+01:00;156 Rue des Martyrs de la Libération (PIERRE-BENITE);Pierre Benite;69152;09 69 36 35 34;;;200176
202513061;DIEM / Voirie mobilité Patrimoine;Carrefours;Entretien carrefour (giratoire, feux, ...);Validé;2025-12-08;2026-01-31;;2025-12-16 15:02:03.397519+01:00;Rue Président Edouard Herriot (Oullins) Croisement Grande Rue ;Oullins;69149;;;https://www.grandlyon.com/pratique/nous-contacter;200181
202513164;ENEDIS;Construction, renouvellement et réparation réseau électrique;Déplacement ou dévoiement de réseau électrique;Validé;2026-01-05;2026-02-06;;2025-12-09 15:02:23.557406+01:00;70 Rue de la République (Oullins);Oullins;69149;;;www.enedis.fr/aide_contact;200183
202513165;ENEDIS;Branchements réseau électrique < 25 ml;Construction de branchement électrique < 25 ml;Validé;2026-01-05;2026-02-06;;2025-12-09 15:02:23.160992+01:00;Angle Rue de la République et Rue Fleury (Oullins);Oullins;69149;;;www.enedis.fr/aide_contact;200184
202509501;AOMTL (SYTRAL Mobilités);Aménagement pour les transports en commun;Petit aménagement lié aux lignes de bus;Validé;2025-10-01;2027-03-31;;2025-09-11 18:01:57.487908+02:00;- Avenue Charles de Gaulle, Rue Joseph Muntz, Place Jules Grandclément, et Ancienne Route d'Heyrieux (Vénissieux)  ;Venissieux;69259;;;;194899
202513167;ENEDIS;Branchements réseau électrique < 25 ml;Construction de branchement électrique < 25 ml;Validé;2026-01-05;2026-02-06;;2025-12-09 15:02:22.714257+01:00;104 Grande Rue (Oullins);Oullins;69149;;;www.enedis.fr/aide_contact;200186
202513192;ENEDIS;Construction, renouvellement et réparation réseau électrique;Réparation sur réseau électrique;Validé;2025-12-17;2025-12-17;;2025-12-09 15:02:23.721097+01:00;Chemin de l'Epie (Décines-Charpieu);Decines Charpieu;69275;;;www.enedis.fr/aide_contact;200187
202513200;GrDF - Ingénierie;Construction, renouvellement  et réparation réseau gaz;Déplacement ou dévoiement de réseau gaz;Validé;2026-01-06;2026-01-19;;2025-12-09 15:02:23.182629+01:00;au 263 Route de Genas (Villeurbanne);Bron;69029;09 69 36 35 34;;;200189
202513210;EAU DU GRAND LYON - LA REGIE TRAVAUX PROGRAMMABLES;Branchements eau potable < à 25 ml;Construction branchement eau potable < 25 ml;Validé;2026-01-05;2026-01-16;;2025-12-09 15:02:23.780662+01:00;au 61b Rue Nationale (Jonage);Jonage;69279;09 69 39 69 99;;;200190
202513199;COLT;Construction, renouvellement et réparation réseau TELECOM, RMT ET VIDEO;Aménagement, renouvellement réseau sans branchement (télécom ou video);Validé;2025-12-11;2026-01-31;;2025-12-16 15:02:03.324754+01:00;9 Avenue Bataillon Carmagnole Liberté (Vaulx-en-Velin);Vaulx en Velin;69256;;;;200188
202510945;TSU / TOS / VTPO-O1;Création et entretien de trottoir;Entretien de trottoir;Ouvert;2025-12-09;2025-12-19;;2025-12-09 18:02:11.994525+01:00;Chemin de Champivost (Limonest);Limonest;69116;04 28 67 60 60;;;200196
202512273;DCE / RT / Rive Droite Nord;Branchements d'assainissement < à 25 ml;Construction branchement d'assainissement < 25 ml;Validé;2025-12-22;2026-03-05;;2025-12-09 18:02:11.828517+01:00;Face au n°25 Rue du Viard (Craponne);Craponne;69069;04 28 67 54 50;;;200199
202512532;EAU DU GRAND LYON - LA REGIE ENTRETIEN;Émergences et autres équipements eau potable;Remise à niveau d'appareils hydrauliques (Hydrant, bouches à clef);Validé;2025-12-09;2025-12-31;;2025-12-09 18:02:12.201144+01:00;2 Quai Docteur Gailleton (Lyon 2e Arrondissement);Lyon 2ème;69382;09 69 39 69 99;;;200201
202512828;DACV / VP / Nature et Fleuves;Arbres et paysages;Plantations d'arbres, arbustes et couvre sol;Validé;2025-12-02;2026-02-28;;2025-12-09 18:02:12.627754+01:00;Boulevard Jean Mermoz (Corbas);Corbas;69273;;;https://www.grandlyon.com/pratique/nous-contacter;200202
202513050;ORANGE SA;Branchements réseau < 25 ml TELECOM, RMT ET VIDEO;Intervention sur des chambres, boites, armoires impactant le domaine public (télécom ou video);Validé;2025-12-15;2026-01-23;;2025-12-09 18:02:12.046241+01:00;Face au 26 Voie Romaine (Craponne);Craponne;69069;;;;200205
202513062;ORANGE SA;Branchements réseau < 25 ml TELECOM, RMT ET VIDEO;Construction de branchement < 25 ml (télécom ou video);Validé;2026-01-05;2026-02-13;;2025-12-09 18:02:12.399252+01:00;Entre 3b et 5 Rue des Cuirassiers (Lyon 3ème Arrondissement);Lyon 3ème;69383;;;;200207
202513085;EAU DU GRAND LYON - LA REGIE TRAVAUX PROGRAMMABLES;Branchements eau potable < à 25 ml;Construction branchement eau potable < 25 ml;Validé;2025-12-05;2025-12-19;;2025-12-09 18:02:12.572192+01:00;Du 14 au 32 Cours Bayard (Lyon 2e Arrondissement);Lyon 2ème;69382;09 69 39 69 99;;;200208
202510204;ENEDIS;Construction, renouvellement et réparation réseau électrique;Construction de réseau et branchement électrique;Validé;2025-12-30;2025-12-30;;2025-12-16 15:02:03.859354+01:00;40 Rue du Clos Verger (Vénissieux);Venissieux;69259;;;www.enedis.fr/aide_contact;200215
202513249;GrDF - Branchements;Branchements gaz < 25 ml;Suppression branchement gaz  < 25 ml;Validé;2026-01-07;2026-01-08;;2025-12-10 09:02:36.044688+01:00;18 Rue du Bourg (Lissieu);Lissieu;69117;09 69 36 35 34;;;200221
202510152;DCE / RT / Rive Droite Sud;Branchements d'assainissement > à 25 ml;Réparation branchement d'assainissement > 25 ml;Validé;2026-01-05;2026-02-20;;2025-12-10 12:02:58.296545+01:00;10b, 20, 22, et 23 Rue Emile Evellier (Grigny);Grigny;69096;04 28 67 55 20;;;200234
202505585;DACV / VP / Nature et Fleuves;Arbres et paysages;Plantations d'arbres, arbustes et couvre sol;Ouvert;2025-11-03;2025-12-31;;2025-11-17 09:02:17.312744+01:00;du 1rue du commandant l'herminier au 12 rue du commandant l'herminier;Villeurbanne;69266;;;https://www.grandlyon.com/pratique/nous-contacter;198848
202513109;DCE / RT / Rive Droite Sud;Branchements d'assainissement < à 25 ml;Réparation branchement d'assainissement  < 25 ml;Validé;2025-12-15;2026-01-30;;2025-12-10 12:02:59.576472+01:00;17 Rue Yves Farge (Givors);Givors;69091;04 28 67 55 20;;;200238
202513112;DCE / RT / Rive Droite Sud;Branchements d'assainissement < à 25 ml;Réparation branchement d'assainissement  < 25 ml;Validé;2025-12-22;2026-01-30;;2025-12-10 12:02:58.999160+01:00;2 Avenue Youri Gagarine (Givors);Givors;69091;04 28 67 55 20;;;200239
202513265;EAU DU GRAND LYON - LA REGIE ENTRETIEN;Branchements eau potable < à 25 ml;Réparation branchement eau potable  < 25 ml;Ouvert;2025-12-10;2025-12-31;;2025-12-16 15:02:03.853723+01:00;11 Rue de l'Eglise;Charly;69046;09 69 39 69 99;;;200244
202313831;MOU / Espaces Publics Infrastructures;Aménagements cyclables et Engin de Déplacement Personnel;Création / Aménagement  / Entretien de piste cyclable;Ouvert;2024-06-10;2026-04-06;;2025-12-16 15:02:03.548274+01:00;Du Rond-Point Route Départementale 306 / Avenue de la Porte de Lyon  en passant par la Route Départementale 306 puis par l'Avenue Général de Gaulle, par l'Avenue de Montlouis, par le Boulevard de la République, par la Rue de la Mairie , par Rue John et Robert Kennedy, par Rue Louis Juttet puis l'Avenue de Lanessan, par l'Avenue 25ème Régiment des Tirailleurs Sénégalais jusqu'au Rond-Point avec la Porte de Vaise (Lyon 9e Arrondissement, Champagne-au-Mont-d'Or, Limonest);Lyon 9ème;69389;;;https://www.grandlyon.com/pratique/nous-contacter;162326
202501172;AOMTL (SYTRAL Mobilités);Aménagement pour les transports en commun;Création / aménagement d'arrêt de Bus / Tram;Ouvert;2025-03-21;2026-03-31;;2025-11-27 09:02:25.226794+01:00;Quai Saint Vincent : Quai bas entre les n°30 et 36 + trottoir haut + traversée de chaussée au niveau du n°36, Lyon 1er Arrondissement;Lyon 1er;69381;;;;199506
202412976;RCU Sud-Ouest Lyonnais - SOLEV Travaux (Coriance);Construction, renouvellement et réparation réseau Chauffage Urbain;Construction de réseau et branchement (Chauffage Urbain);Ouvert;2025-10-27;2025-12-19;Circulation interdite, Circulation réduite, Restriction de jour, Restriction de nuit, Stationnement interdit, Trottoir interdit;2025-12-16 15:02:03.598254+01:00;Du 86 Boulevard de l'Europe, au 130 Boulevard de l'Europe (Pierre-Bénite) Coordonnées GPS de l'emprise (format WGS84) : 4.823777981587794 45.69912330218958;Pierre Benite;69152;;;;188166
202213500;DTEE ... RT Galeries;Construction, renouvellement et réparation réseau d'assainissement;Travaux en galerie (puits d'attaque et sous oeuvre) avec impact sur le DP;Ouvert;2022-11-14;2026-11-12;;2024-03-04 15:02:07.741859+01:00;Place Xavier RICARD;Sainte Foy les Lyon;69202;;;https://www.grandlyon.com/pratique/nous-contacter;162484
202103489;MOU / Espaces Publics Infrastructures;Création / aménagement d'espace public;Création / aménagement espace public  (Places, ZAC, ...);Ouvert;2024-03-19;2024-04-12;Circulation réduite, Restriction de jour;2025-07-31 18:01:55.506891+02:00;Avenue de l'Europe, Rue et Place Jules Michelet, Avenue du Mont Blanc, Avenue des Combattants en Afrique du Nord 1952-1962, Chemin du Lanchet, Rue Renoir, Square des Combattants d'Indochine, Rue Boileau, Impasse des Manges, Impasse du Bois, Rue Ronsard, Rue et place Alexandre Dumas, Rue et Place Le Nôtre, Place Nicolas Boileau - (Rillieux-la-Pape);Rillieux la Pape;69286;;;https://www.grandlyon.com/pratique/nous-contacter;189753
202501196;TSU / TCO / VTPCN-CN3;Arbres et paysages;Plantations d'arbres, arbustes et couvre sol;Ouvert;2025-10-13;2026-02-28;;2025-12-16 15:02:03.911379+01:00;Du 2 au 20 Boulevard de la Croix-Rousse (Lyon 1er Arrondissement);Lyon 1er;69381;04.28.67.51.20;;;194624
202504470;TSU / TOS / VTPS-S2;Aménagement pour les transports en commun;Petit aménagement lié aux lignes de bus;Ouvert;2025-11-24;2026-01-05;;2025-11-24 18:01:54.509950+01:00;Chemin du Génie (Vénissieux);Venissieux;69259;04 26 99 33 50;;;197536
202508502;ENEDIS;Construction, renouvellement et réparation réseau électrique;Aménagement, renouvellement réseau BTA avec branchement;Ouvert;2025-09-01;2025-12-19;;2025-12-16 15:02:03.549228+01:00;-Traverser de chaussé devant le 40 Avenue Général Frère (Lyon 8e Arrondissement)  -Sortie de poste au 44 Avenue Général Frère (Lyon 8e Arrondissement) -Traverser de chaussée devant le 52 Avenue Général Frère (Lyon 8e Arrondissement);Lyon 8ème;69388;;;www.enedis.fr/aide_contact;199860
202509806;GrDF - Ingénierie;Branchements gaz < 25 ml;Construction branchement gaz < 25 ml;Ouvert;2025-11-24;2025-12-04;Circulation alternée, Circulation réduite, Restriction de jour, Restriction de nuit, Stationnement interdit, Trottoir interdit;2025-12-16 15:02:03.685407+01:00;39 Rue Henri Barbusse (PIERRE-BENITE);Pierre Benite;69152;09 69 36 35 34;;;200177
202508988;ENEDIS;Branchements réseau électrique > 25 ml;Construction de branchement électrique > 25 ml;Ouvert;2025-10-15;2025-12-14;Circulation alternée, Circulation réduite, Restriction de jour, Stationnement interdit;2025-11-26 09:02:13.746912+01:00;Toute la Rue Jean Macé (Meyzieu);Meyzieu;69282;;;www.enedis.fr/aide_contact;193720
202510627;ORANGE SA;Branchements réseau < 25 ml TELECOM, RMT ET VIDEO;Construction de branchement < 25 ml (télécom ou video);Validé;2025-12-09;2026-02-09;;2025-12-16 15:02:03.765981+01:00;Angle 27b chemin de la Brocardière et du chemin de la Bruyère (Dardilly);Dardilly;69072;;;;200248
202507525;DEEE/TE/Réseaux Chaleur et Froid Urbain;Branchements réseau > 25 ml Chauffage Urbain;Construction de branchement > 25 ml (Chauffage Urbain);Ouvert;2025-11-25;2026-01-30;;2025-11-26 09:02:13.759148+01:00;Entre intersection Avenue Edmond Locard et Avenue du Rhone, jusqu'au niveau de la Rue Normand, travaux concernent seulement l'avenue Edmond Locard (Oullins);Oullins;69149;;;https://www.grandlyon.com/pratique/nous-contacter;196131
202511922;ORANGE SA;Branchements réseau < 25 ml TELECOM, RMT ET VIDEO;Construction de branchement < 25 ml (télécom ou video);Validé;2025-12-11;2026-01-19;;2025-12-16 15:02:03.481849+01:00;Face au 74 jusqu'au 72 Rue Béchevelin (Lyon 7ème Arrondissement);Lyon 7ème;69387;;;;198664
202512018;JC DECAUX France;Mobilier urbain;Pose / entretien autre mobilier urbain, ...;Ouvert;2025-12-09;2026-01-15;;2025-12-16 15:02:03.946811+01:00;Rue Pierre Baratin (Villeurbanne), angle Rue du 4 août 1789;Villeurbanne;69266;;;;200161
202511134;ORANGE SA;Branchements réseau < 25 ml TELECOM, RMT ET VIDEO;Construction de branchement < 25 ml (télécom ou video);Ouvert;2025-11-28;2025-12-17;;2025-12-16 15:02:03.495302+01:00;6C Rue Auguste Delage (Chassieu);Chassieu;69271;;;;196688
202501554;SIGERLY Réseaux et Eclairage;Construction, renouvellement et réparation réseau électrique;Construction de réseau et branchement électrique;Ouvert;2025-10-27;2026-02-20;;2025-12-16 15:02:03.586157+01:00;Du 19 Impasse des Cerisiers à la Rue du Buisson (Fleurieu-sur-Saône) ;Fleurieu Sur Saone;69085;04 78 84 98 27;;;193704
202511373;ENEDIS;Branchements réseau électrique > 25 ml;Construction de branchement électrique > 25 ml;Ouvert;2025-10-30;2025-11-14;Circulation réduite, Restriction de jour, Stationnement interdit;2025-12-16 15:02:03.565335+01:00;au 1 Boulevard de Lattre de Tassigny (Rillieux-la-Pape);Rillieux la Pape;69286;;;www.enedis.fr/aide_contact;198852
202510073;ENEDIS;Branchements réseau électrique > 25 ml;Construction de branchement électrique > 25 ml;Ouvert;2025-12-01;2026-01-16;;2025-12-01 09:02:19.327750+01:00;6 Avenue Berliet (Vénissieux);Venissieux;69259;;;www.enedis.fr/aide_contact;197545
201904531;MOU / Espaces Publics Infrastructures;Création / aménagement d'espace public;Création / aménagement espace public  (Places, ZAC, ...);Ouvert;2023-11-06;2026-09-30;;2025-12-16 15:02:03.400368+01:00;Place Grandclément à Villeurbanne (place entière);Villeurbanne;69266;;;https://www.grandlyon.com/pratique/nous-contacter;155875
202511800;ENEDIS;Construction, renouvellement et réparation réseau électrique;Aménagement, renouvellement réseau HTA;Validé;2025-11-17;2025-12-19;;2025-12-16 15:02:03.908671+01:00;Route de Genas, de la Rue Monge à Rue Christian Lacouture (Bron, Villeurbanne);Bron;69029;;;www.enedis.fr/aide_contact;197859
202308799;AOMTL (SYTRAL Mobilités);Aménagement pour les transports en commun;Création / aménagement de voie Bus / Tram;Ouvert;2023-08-30;2026-03-27;;2025-12-16 15:02:03.354443+01:00;Rue Carnot / Rue Charles Plasse : Entre l'Avenue Charles de Gaulle et Allée Picard (Saint-Fons, Vénissieux);Saint Fons, Venissieux, Saint Fons, Venissieux, Saint Fons;69199;;;;148425
202512559;ENEDIS;Branchements réseau électrique < 25 ml;Suppression de branchement électrique < 25 ml;Ouvert;2025-12-04;2025-12-12;Circulation alternée, Circulation réduite, Restriction de jour, Stationnement interdit, Trottoir interdit;2025-12-16 15:02:03.214098+01:00;11 bis et 13 Rue de la République (Chassieu);Chassieu;69271;;;www.enedis.fr/aide_contact;199143
202512632;ENEDIS;Branchements réseau électrique < 25 ml;Suppression de branchement électrique < 25 ml;Validé;2025-12-09;2025-12-17;;2025-12-16 15:02:03.237823+01:00;Angle 4 Place Jules Grandclément (Villeurbanne);Villeurbanne;69266;;;www.enedis.fr/aide_contact;200100
202512714;EAU DU GRAND LYON - LA REGIE TRAVAUX PROGRAMMABLES;Branchements eau potable < à 25 ml;Construction branchement eau potable < 25 ml;Validé;2026-01-05;2026-01-31;;2025-12-16 15:02:03.831946+01:00;102 Rue Ampère (Pierre-Bénite);Pierre Benite;69152;09 69 39 69 99;;;200046
202512137;EAU DU GRAND LYON - LA REGIE TRAVAUX PROGRAMMABLES;Branchements eau potable < à 25 ml;Construction branchement eau potable < 25 ml;Validé;2025-12-10;2025-12-19;;2025-12-16 15:02:03.632929+01:00;12 Rue Major Martin (Lyon 1er Arrondissement);Lyon 1er;69381;09 69 39 69 99;;;198681
202512853;EAU DU GRAND LYON - LA REGIE TRAVAUX PROGRAMMABLES;Branchements eau potable < à 25 ml;Construction branchement eau potable < 25 ml;Validé;2026-01-05;2026-02-13;;2025-12-16 15:02:03.473968+01:00;Nord du 2 Rue Jean-Marie Michel, angle Place des Anciens Combattants (Champagne-au-Mont-d'Or);Champagne au Mont d'Or;69040;09 69 39 69 99;;;200055
202512916;ORANGE SA;Construction, renouvellement et réparation réseau TELECOM, RMT ET VIDEO;Réparation de réseau (télécom ou video);Validé;2025-12-31;2026-02-06;;2025-12-16 15:02:03.757196+01:00;Chemin du Vieux Crépieux, à proximité Route de Strasbourg (Rillieux-la-Pape);Caluire et Cuire;69034;;;;200164
202210222;MOU / Espaces Publics Infrastructures;Création / aménagement d'espace public;Création / aménagement espace public  (Places, ZAC, ...);Ouvert;2025-06-23;2026-09-01;;2025-07-04 12:02:14.123032+02:00;Place de Liberté dans son intégralité (Bron), Square Jean Ranneaud (Bron), Square André Lacroix (Bron)  ;Bron;69029;;;https://www.grandlyon.com/pratique/nous-contacter;191352
202510604;ENEDIS;Construction, renouvellement et réparation réseau électrique;Déplacement ou dévoiement de réseau électrique;Ouvert;2025-11-24;2025-12-24;;2025-12-16 15:02:03.705331+01:00;Allée du Textile (Vaulx-en-Velin);Vaulx en Velin;69256;;;www.enedis.fr/aide_contact;197232
202512986;ORANGE SA;Branchements réseau < 25 ml TELECOM, RMT ET VIDEO;Réparation de branchement < 25 ml (télécom ou video);Validé;2025-12-09;2026-01-16;;2025-12-16 15:02:03.165536+01:00;Face au 251 Rue du 11 Novembre 1918 (Craponne);Craponne;69069;;;;199950
202509570;DACV / VP / Nature et Fleuves;Arbres et paysages;Plantations d'arbres, arbustes et couvre sol;Validé;2025-11-01;2025-12-24;;2025-12-16 15:02:03.443621+01:00;au 32 Cours Bayard (Lyon 2ème Arrondissement);Lyon 2ème;69382;;;https://www.grandlyon.com/pratique/nous-contacter;195939
202513264;EAU DU GRAND LYON - LA REGIE ENTRETIEN;Branchements eau potable < à 25 ml;Réparation branchement eau potable  < 25 ml;Ouvert;2025-12-10;2025-12-28;;2025-12-16 15:02:03.124876+01:00;25 Rue Hippolyte Kahn (Villeurbanne);Villeurbanne;69266;09 69 39 69 99;;;200243
202116200;GrDF - Ingénierie;Branchements gaz < 25 ml;Réparation branchement gaz  < 25 ml;Validé;2026-01-05;2026-03-30;;2025-12-16 15:02:03.244334+01:00;159 Rue Pierre Valdo (Lyon 5e Arrondissement);Lyon 5ème;69385;09 69 36 35 34;;;199991
202509909;REGION AUVERGNE RHÔNE ALPES;Aménagement pour les transports en commun;Création / aménagement de voie Bus / Tram;Validé;2025-11-03;2025-12-19;;2025-10-03 12:02:21.153193+02:00;9b Avenue Auguste Wissel (Neuville-sur-Saône);Neuville sur Saone;69143;;;;196141
202511398;ORANGE SA;Branchements réseau < 25 ml TELECOM, RMT ET VIDEO;Construction de branchement < 25 ml (télécom ou video);Validé;2025-11-18;2025-12-26;;2025-10-27 12:02:33.951957+01:00;à côté  4 jusqu'au 5 Rue d'Ypres (Lyon 4ème Arrondissement);Lyon 4ème;69384;;;;197555
202511530;EAU DU GRAND LYON - LA REGIE TRAVAUX PROGRAMMABLES;Branchements eau potable < à 25 ml;Construction branchement eau potable < 25 ml;Validé;2025-11-17;2026-01-16;;2025-10-27 12:02:35.356203+01:00;Rue Descartes (Saint-Fons) point GPS : 45.696833836773976 4.852626851563078 (Saint-Fons);Saint Fons;69199;09 69 39 69 99;;;197560
202502357;ENEDIS;Construction, renouvellement et réparation réseau électrique;Aménagement, renouvellement réseau HTA;Validé;2026-01-07;2026-02-27;;2025-12-16 15:02:03.485503+01:00;De l'angle Chemin des Pêcheurs / Route de Genève, jusqu'à l'angle du Chemin des Pêcheurs / Chemin des Martyrs (Rillieux-la-Pape);Rillieux la Pape;69286;;;www.enedis.fr/aide_contact;200001
202511573;ENEDIS;Branchements réseau électrique < 25 ml;Construction de branchement électrique < 25 ml;Ouvert;2025-11-24;2025-12-19;;2025-12-16 15:02:03.711694+01:00;Chemin des Grandes Bruyères (Charbonnières-les-Bains);Charbonnieres les Bains;69044;;;www.enedis.fr/aide_contact;197435
202511641;SFR-Fibre Historique;Construction, renouvellement et réparation réseau TELECOM, RMT ET VIDEO;Construction de réseau et branchement (télécom ou video);Validé;2025-11-03;2025-12-29;;2025-10-27 12:02:34.563118+01:00;Avenue Pierre Mendès France (Saint-Priest);Saint Priest;69290;;;www.sfr.fr;197566
202511689;EAU DU GRAND LYON - LA REGIE TRAVAUX PROGRAMMABLES;Branchements eau potable < à 25 ml;Suppression branchement eau potable < 25 ml;Validé;2025-11-03;2026-01-16;;2025-10-27 12:02:34.801774+01:00;14 à 20 Avenue Francis de Pressensé (Vénissieux);Venissieux;69259;09 69 39 69 99;;;197569
202511690;EAU DU GRAND LYON - LA REGIE TRAVAUX PROGRAMMABLES;Branchements eau potable < à 25 ml;Suppression branchement eau potable < 25 ml;Validé;2025-11-03;2026-01-09;;2025-10-27 12:02:34.539995+01:00;56 à 58 Avenue Francis de Pressensé (Vénissieux);Venissieux;69259;09 69 39 69 99;;;197570
