insee,latitude,longitude,description,categorie_detectee,score_urgence,score_facilite,niveau_facilite_label,flux_proche,location_flux,distance_flux_m,priorite_emoji,priorite_label,priorite_score,score_importance_global
69123,45.731509203,4.82440148,Les cyclistes ne savent où passer pour rejoindre la bande cyclable avenue Debourg (sens O-E) et idem pour traverser le carrefour (sens E-O) et récupérer la piste vers le pont mode doux.,Infrastructure manquante,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,251.19943565927005,🔴,CRITIQUE,4,99.27
69123,45.73164954,4.824480039,Carrefour Halle Tony Garnier,Carrefours dangereux,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,254.28514949368613,🔴,CRITIQUE,4,99.26
69123,45.733900493,4.817973303,"Carrefour dangereux, la synchronisation des feux impose de traverser en 4 temps, pas de signalisation claire pour les cycles, beaucoup de gens remontent le cours Charlemagne à contre-sens.",Carrefours dangereux,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,330.0979290358639,🔴,CRITIQUE,4,99.02
69123,45.734039753,4.818057022,Traversée sou M7 pour rejoindre la rue de la Mulatière,Carrefours dangereux,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,335.3896906489772,🔴,CRITIQUE,4,99.0
69123,45.734054245,4.818009469,Traversée des piétons et des cyclistes en 3 séquences qui sont mises bout à bout tellement longues !,Carrefours dangereux,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,339.2020031323238,🔴,CRITIQUE,4,98.99
69123,45.734127102,4.818097504,Énorme carrefour,Carrefours dangereux,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,339.7616490289307,🔴,CRITIQUE,4,98.99
69123,45.734007778,4.81796055,Carrefour difficile à franchir en vélo. Pas de continuité,Carrefours dangereux,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,338.59534932438146,🔴,CRITIQUE,4,98.99
69123,45.734038736,4.817797524,Carrefour situé sous l'autoroute A7,Carrefours dangereux,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,350.4302890178245,🔴,CRITIQUE,4,98.96
69123,45.734352495,4.818142836,carrefour énorme et temps d'attente long,Carrefours dangereux,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,355.2529910757389,🔴,CRITIQUE,4,98.94
69123,45.734198437,4.817806818,Carrefour dangereux très peu aménagé pour les vélos dans certains sens de circulation. Atmosphère très polluée due à l’échangeur autoroutier.,Carrefours dangereux,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,361.6276214269073,🔴,CRITIQUE,4,98.92
69123,45.734442358,4.817979222,"pas de piste cyclable depuis la rue Vuillerme vers le pont raymond barre , obligation de traverser la station service et prendre la rue vuillerme à contresens des voitures sans piste cyclable",Infrastructure manquante,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,371.21409847828596,🔴,CRITIQUE,4,98.89
69123,45.736016337,4.81879795,A cette carrefour il y a bcp de feux et peu de place et c'est impossible de traverser d'un seul coup,Carrefours dangereux,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,485.0334509756857,🔴,CRITIQUE,4,98.53
69123,45.735644234,4.817353787,pas de pistes cyclables séparées entre Confluence et la station Mue,Infrastructure manquante,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,505.1097227689053,🟠,ÉLEVÉE,3,98.46
69123,45.735603494,4.817271339,Petite piste cyclable avec une rue où la vitesse de 30 n’est jamais respectée,Infrastructure manquante,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,505.3624751970607,🟠,ÉLEVÉE,3,98.46
69123,45.727757277,4.823922223,"fin de piste cyclable, croisement avec des rues où la piste cyclable est à double sens (obligé de passé sur les esplanades, trottoirs du quartiers, et ce jusqu'à la Cité internationale où le sparents sont obligés de déposer leurs enfant en double file sur cette rue étroite
pavés au sols qui sont glissants les jours de pluie (avec aussi en hiver, les feuilles des arbres qui glissent sur les pavés)",Infrastructure manquante,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,515.7778634438451,🟠,ÉLEVÉE,3,98.43
69123,45.736893821,4.816685876,"Pas forcément ultra dangereux mais il n'y a aucune continuité cyclable pour se rendre du musée Confluence au centre commercial, ce qui est vraiment dommageable car il y a des itinéraires sécurisés avant et après et une coupure complète sur ~1km",Infrastructure manquante,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,648.820564606102,🟠,ÉLEVÉE,3,98.01
69123,45.726487789,4.8283492,"Travaux depuis plusieurs mois, sans itinéraire cyclable",Infrastructure manquante,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,824.7436997957323,🟠,ÉLEVÉE,3,97.45
69123,45.726466626,4.828877948,"Travaux en cours. Piste cycliste, travaux et voitures : zone accidentogene",Infrastructure manquante,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,854.4314277913599,🟠,ÉLEVÉE,3,97.35
69123,45.73968337,4.818350362,incompréhension des voitures sur la priorité au vélo (voiture qui tourne du cours charlemagne vers rue paul montrochet) quand le feu passe au vert. Souvent route coupée ou klaxonné.,Carrefours dangereux,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,883.1359718552677,🟠,ÉLEVÉE,3,97.26
69123,45.739677119,4.818371718,Les voitures tournant à gauche pensent avoir la priorité sur les vélos arrivant en face. Pas de signalisation adéquate.,Carrefours dangereux,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,882.0435479387156,🟠,ÉLEVÉE,3,97.26
69123,45.726484361,4.830789942,Carrefour Av.  Jean Jaurès avec ces travaux,Carrefours dangereux,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,962.0572142774719,🟠,ÉLEVÉE,3,97.01
69123,45.741252403,4.819419322,piétons qui traversent n'importe où (piste cyclable pas assez visible),Infrastructure manquante,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,1038.285345055289,🟠,ÉLEVÉE,3,96.77
69123,45.726501055,4.834791802,Manque de pistes cyclables,Infrastructure manquante,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,1216.6049050716288,🟠,ÉLEVÉE,3,96.2
69123,45.731734407,4.823699334,Problème de co-visibilité entre cyclistes et automobilistes + problème de lisibilité de la trajectoire réservée aux cyclistes. Potentiellement dangereux dans un carrefour parfois très fréquentés et avec des allures d'automobilistes rarement adaptées,Danger & Vitesse,3,2,🟡 Moyen (Intervention),8884.0,Lyon 7_Pont Raymond Barre,192.95937952035064,🔴,CRITIQUE,4,96.12
69123,45.726419171,4.835612648,Travaux en cours et carrefour dangereux: voitures sur les 2 voies,Carrefours dangereux,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,1276.487333670529,🟠,ÉLEVÉE,3,96.01
69123,45.733900493,4.817973303,"Carrefour dangereux, la synchronisation des feux impose de traverser en 4 temps, pas de signalisation claire pour les cycles, beaucoup de gens remontent le cours Charlemagne à contre-sens.",Danger & Vitesse,3,2,🟡 Moyen (Intervention),8884.0,Lyon 7_Pont Raymond Barre,330.0979290358639,🔴,CRITIQUE,4,95.69
69123,45.732486464,4.83906614,"Ruede Gerland  limité à 30km/h mais les auto y roulent souvent à plus de 70km/h, il manque des ralentisseurs notamment aux croisements où il y'a de nombreux accidents",Infrastructure manquante,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,1384.3991403135249,🟠,ÉLEVÉE,3,95.67
69123,45.732565001,4.839238429,absence de station velov et box sécurisé,Infrastructure manquante,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,1398.1241897131604,🟠,ÉLEVÉE,3,95.62
69123,45.733459084,4.839241301,Rue de gerland bitume dégradé lorsqu'on souhaite rester bien à droite pour ne pas se faire embêter par les voitures (pas de piste),Infrastructure manquante,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,1406.2977425951935,🟠,ÉLEVÉE,3,95.6
69123,45.734198437,4.817806818,Carrefour dangereux très peu aménagé pour les vélos dans certains sens de circulation. Atmosphère très polluée due à l’échangeur autoroutier.,Danger & Vitesse,3,2,🟡 Moyen (Intervention),8884.0,Lyon 7_Pont Raymond Barre,361.6276214269073,🔴,CRITIQUE,4,95.59
69123,45.726233982,4.837702421,Carrefour d'entrée du port Édouard Herriot,Carrefours dangereux,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,1429.5345094711247,🟠,ÉLEVÉE,3,95.52
69123,45.726296857,4.838471939,Poteaux au milieu de la piste cyclable,Infrastructure manquante,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,1480.1466256164022,🟠,ÉLEVÉE,3,95.36
69123,45.728061223,4.823879731,Avec les travaux plus aucune sécurité et non respect des feux par les voitures,Danger & Vitesse,3,2,🟡 Moyen (Intervention),8884.0,Lyon 7_Pont Raymond Barre,483.63581532424195,🔴,CRITIQUE,4,95.2
69123,45.735603494,4.817271339,Petite piste cyclable avec une rue où la vitesse de 30 n’est jamais respectée,Danger & Vitesse,3,2,🟡 Moyen (Intervention),8884.0,Lyon 7_Pont Raymond Barre,505.3624751970607,🟠,ÉLEVÉE,3,95.13
69123,45.732500372,4.842334629,Pas de piste cyclable,Infrastructure manquante,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,1637.9733706108295,🟠,ÉLEVÉE,3,94.86
69123,45.731843399,4.842434637,Besoin d'un aménagement cyclable,Infrastructure manquante,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,1644.9022467965137,🟠,ÉLEVÉE,3,94.84
69123,45.736893821,4.816685876,"Pas forcément ultra dangereux mais il n'y a aucune continuité cyclable pour se rendre du musée Confluence au centre commercial, ce qui est vraiment dommageable car il y a des itinéraires sécurisés avant et après et une coupure complète sur ~1km",Danger & Vitesse,3,2,🟡 Moyen (Intervention),8884.0,Lyon 7_Pont Raymond Barre,648.820564606102,🟠,ÉLEVÉE,3,94.67
69123,45.726466626,4.828877948,"Travaux en cours. Piste cycliste, travaux et voitures : zone accidentogene",Danger & Vitesse,3,2,🟡 Moyen (Intervention),8884.0,Lyon 7_Pont Raymond Barre,854.4314277913599,🟠,ÉLEVÉE,3,94.02
69123,45.725943465,4.845253251,"Le quartier est très utilisé par beaucoup de velotaffeurs mais pas totalement aménagé en piste cyclable ou sécurisé pour les vélos. Ici passage sous un pont route partagée, les voitures ne respectent pas toutes une distance correcte avec les vélos",Infrastructure manquante,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,1981.6998131287874,🟠,ÉLEVÉE,3,93.77
69123,45.725547648,4.845042046,"Interruption piste cyclable, pas de place sous le pont et vitesse élevée des voitures sortant du périphérique 
+ Travaux sans alternative pour les cyclistes",Infrastructure manquante,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,1981.8073644195927,🟠,ÉLEVÉE,3,93.77
69123,45.724619679,4.844986904,"Travaux persistants, aménagement cyclable inexistant avec un conflit piéton/vélo + beaucoup d'usagers en vélo qui se rendent à leur travail à proximité de cette zone d'activité",Infrastructure manquante,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,2017.5679939569247,🟠,ÉLEVÉE,3,93.65
69123,45.726515664,4.833991657,Les travaux ont rendue l’avenue très dangereuse pour les vélos. Très peu d’aménagement y compris pour les piétons.,Danger & Vitesse,3,2,🟡 Moyen (Intervention),8884.0,Lyon 7_Pont Raymond Barre,1162.4844227125998,🟠,ÉLEVÉE,3,93.04
69123,45.726419171,4.835612648,Travaux en cours et carrefour dangereux: voitures sur les 2 voies,Danger & Vitesse,3,2,🟡 Moyen (Intervention),8884.0,Lyon 7_Pont Raymond Barre,1276.487333670529,🟠,ÉLEVÉE,3,92.68
69123,45.732486464,4.83906614,"Ruede Gerland  limité à 30km/h mais les auto y roulent souvent à plus de 70km/h, il manque des ralentisseurs notamment aux croisements où il y'a de nombreux accidents",Danger & Vitesse,3,2,🟡 Moyen (Intervention),8884.0,Lyon 7_Pont Raymond Barre,1384.3991403135249,🟠,ÉLEVÉE,3,92.33
69123,45.72621661,4.837646299,Refus de passage vélo regulier par les automobilstes. Très dangereux,Danger & Vitesse,3,2,🟡 Moyen (Intervention),8884.0,Lyon 7_Pont Raymond Barre,1426.5129859788815,🟠,ÉLEVÉE,3,92.2
69123,45.726044122,4.845200204,"Point très dangereux et problématique lié à des travaux, peu sûr pour les piétons et les cyclistes !",Danger & Vitesse,3,2,🟡 Moyen (Intervention),8884.0,Lyon 7_Pont Raymond Barre,1974.0421216965674,🟠,ÉLEVÉE,3,90.46
69123,45.725939307,4.845257969,Travaux et conduite dangereuse des automobilistes,Danger & Vitesse,3,2,🟡 Moyen (Intervention),8884.0,Lyon 7_Pont Raymond Barre,1982.2014795281802,🟠,ÉLEVÉE,3,90.43
69123,45.725547648,4.845042046,"Interruption piste cyclable, pas de place sous le pont et vitesse élevée des voitures sortant du périphérique 
+ Travaux sans alternative pour les cyclistes",Danger & Vitesse,3,2,🟡 Moyen (Intervention),8884.0,Lyon 7_Pont Raymond Barre,1981.8073644195927,🟠,ÉLEVÉE,3,90.43
69123,45.723807645,4.845033938,"travaux, route dangereuse",Danger & Vitesse,3,2,🟡 Moyen (Intervention),8884.0,Lyon 7_Pont Raymond Barre,2059.246221516248,🟠,ÉLEVÉE,3,90.19
69199,45.709567804,4.851559611,"Ca fait longtemps que la zone est en travaux, avec beaucoup d'évolution. Une seule a prévu un itinéraire sécurisé pour les vélo. Aujourd'hui, même à pied c'est compliqué et dangereux d'emprunter ce carrefour",Carrefours dangereux,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,3429.570042714019,🟠,ÉLEVÉE,3,89.16
69199,45.70865459,4.855174882,Carrefour en travaux en très mauvais état,Carrefours dangereux,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,3698.4910961971555,🟠,ÉLEVÉE,3,88.31
69199,45.708464979,4.855191687,Jusqu'au début de la piste cyclable en sortie de ville,Infrastructure manquante,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,3714.2497671145134,🟠,ÉLEVÉE,3,88.26
69199,45.70827514,4.855670231,Carrefour sans voie de vélo ou les gens se croisent n'importe comment,Carrefours dangereux,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,3755.504680529672,🟠,ÉLEVÉE,3,88.13
69199,45.708027103,4.859644224,"Une fois la grande piste cyclable de route de Vienne quittée, les trajets sont très compliqué à St Fons.",Infrastructure manquante,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,3999.3015329618847,🟠,ÉLEVÉE,3,87.35
69123,45.731632294,4.823611978,"Une des rares fois où je suis tombé. Je cherchais mon chemin pour regagner la piste cyclable des quais. Des travaux, des voitures qui roulent vite et je cherchais mon chemin. Bilan je n'ai pas vu un rail de tramway et ma roue s'est prise dedans",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention),8884.0,Lyon 7_Pont Raymond Barre,188.41118593330376,🔴,CRITIQUE,4,86.14
69199,45.700922649,4.856012751,carrefour difficile à traverser,Carrefours dangereux,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,4385.199378060504,🟠,ÉLEVÉE,3,86.12
69199,45.709567804,4.851559611,"Ca fait longtemps que la zone est en travaux, avec beaucoup d'évolution. Une seule a prévu un itinéraire sécurisé pour les vélo. Aujourd'hui, même à pied c'est compliqué et dangereux d'emprunter ce carrefour",Danger & Vitesse,3,2,🟡 Moyen (Intervention),8884.0,Lyon 7_Pont Raymond Barre,3429.570042714019,🟠,ÉLEVÉE,3,85.83
69123,45.734442358,4.817979222,"pas de piste cyclable depuis la rue Vuillerme vers le pont raymond barre , obligation de traverser la station service et prendre la rue vuillerme à contresens des voitures sans piste cyclable",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention),8884.0,Lyon 7_Pont Raymond Barre,371.21409847828596,🔴,CRITIQUE,4,85.56
69123,45.728061223,4.823879731,Avec les travaux plus aucune sécurité et non respect des feux par les voitures,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention),8884.0,Lyon 7_Pont Raymond Barre,483.63581532424195,🔴,CRITIQUE,4,85.2
69123,45.727757277,4.823922223,"fin de piste cyclable, croisement avec des rues où la piste cyclable est à double sens (obligé de passé sur les esplanades, trottoirs du quartiers, et ce jusqu'à la Cité internationale où le sparents sont obligés de déposer leurs enfant en double file sur cette rue étroite
pavés au sols qui sont glissants les jours de pluie (avec aussi en hiver, les feuilles des arbres qui glissent sur les pavés)",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention),8884.0,Lyon 7_Pont Raymond Barre,515.7778634438451,🟠,ÉLEVÉE,3,85.1
69199,45.708507029,4.855289524,Croisement dangereux,Danger & Vitesse,3,2,🟡 Moyen (Intervention),8884.0,Lyon 7_Pont Raymond Barre,3716.3538327662413,🟠,ÉLEVÉE,3,84.92
69199,45.708058821,4.858651193,"Travaux tram, stationnement anarchique voitures, vitesse excessive 2 roues motorisés et voitures",Danger & Vitesse,3,2,🟡 Moyen (Intervention),8884.0,Lyon 7_Pont Raymond Barre,3939.785800931738,🟠,ÉLEVÉE,3,84.21
69123,45.726466626,4.828877948,"Travaux en cours. Piste cycliste, travaux et voitures : zone accidentogene",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention),8884.0,Lyon 7_Pont Raymond Barre,854.4314277913599,🟠,ÉLEVÉE,3,84.02
69123,45.73968337,4.818350362,incompréhension des voitures sur la priorité au vélo (voiture qui tourne du cours charlemagne vers rue paul montrochet) quand le feu passe au vert. Souvent route coupée ou klaxonné.,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention),8884.0,Lyon 7_Pont Raymond Barre,883.1359718552677,🟠,ÉLEVÉE,3,83.93
69123,45.739677119,4.818371718,Les voitures tournant à gauche pensent avoir la priorité sur les vélos arrivant en face. Pas de signalisation adéquate.,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention),8884.0,Lyon 7_Pont Raymond Barre,882.0435479387156,🟠,ÉLEVÉE,3,83.93
69123,45.726539264,4.833066141,"Travaux sans itinéraire alternatif disponble, usagers de la voiture excédés par les bouchons qui mettent en dangers les piétons et cyclistes",Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention),8884.0,Lyon 7_Pont Raymond Barre,1100.5276866211318,🟠,ÉLEVÉE,3,83.24
69259,45.706201242,4.878701921,"Route en mauvais état, pas de pistes cyclables",Infrastructure manquante,3,3,🔴 Difficile (Structurel),8884.0,Lyon 7_Pont Raymond Barre,5303.67477294386,🟠,ÉLEVÉE,3,83.2
69123,45.731632294,4.823611978,"Une des rares fois où je suis tombé. Je cherchais mon chemin pour regagner la piste cyclable des quais. Des travaux, des voitures qui roulent vite et je cherchais mon chemin. Bilan je n'ai pas vu un rail de tramway et ma roue s'est prise dedans",Travaux & Maintenance,2,1,🟢 Facile (Quick Win),8884.0,Lyon 7_Pont Raymond Barre,188.41118593330376,🔴,CRITIQUE,4,82.8
69123,45.731708262,4.823734291,Travaux du tram depuis plusieurs mois,Travaux & Maintenance,2,1,🟢 Facile (Quick Win),8884.0,Lyon 7_Pont Raymond Barre,196.10390320320295,🔴,CRITIQUE,4,82.78
69123,45.731573586,4.82382564,tRAVAUX RACCORDEMENT TRAMWAY,Travaux & Maintenance,2,1,🟢 Facile (Quick Win),8884.0,Lyon 7_Pont Raymond Barre,206.03812171464364,🔴,CRITIQUE,4,82.75
69123,45.731553036,4.82382422,"travaux absolument insupportables depuis 2 ans, sans aucun passage pour les vélos qui sont nombreux à venir des quais et se retrouvent soit obligés de contourner en descendant du vélo, soit de se mettre dans la circulation atroce sur ce gros carrefour",Travaux & Maintenance,2,1,🟢 Facile (Quick Win),8884.0,Lyon 7_Pont Raymond Barre,206.4715446586335,🔴,CRITIQUE,4,82.75
69123,45.73150583,4.823841734,Travaux tramway,Travaux & Maintenance,2,1,🟢 Facile (Quick Win),8884.0,Lyon 7_Pont Raymond Barre,209.1142195739978,🔴,CRITIQUE,4,82.74
69123,45.731643908,4.82386401,travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win),8884.0,Lyon 7_Pont Raymond Barre,207.2934136302546,🔴,CRITIQUE,4,82.74
69123,45.731549426,4.823869364,Travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win),8884.0,Lyon 7_Pont Raymond Barre,209.9690332691373,🔴,CRITIQUE,4,82.74
69123,45.731588801,4.823962643,"travaux devant la Halle (tram), changeant très souvent, on ne sait jamais ou passer",Travaux & Maintenance,2,1,🟢 Facile (Quick Win),8884.0,Lyon 7_Pont Raymond Barre,216.03135197660413,🔴,CRITIQUE,4,82.72
69123,45.731387303,4.823912554,Travaux,Travaux & Maintenance,2,1,🟢 Facile (Quick Win),8884.0,Lyon 7_Pont Raymond Barre,218.18478217742305,🔴,CRITIQUE,4,82.71
69123,45.731604798,4.824012967,"Depuis le début des travaux du tram, traversée entre les quais du Rhône et debourg bien difficile",Travaux & Maintenance,2,1,🟢 Facile (Quick Win),8884.0,Lyon 7_Pont Raymond Barre,219.48457841322795,🔴,CRITIQUE,4,82.71
69123,45.731663746,4.824065928,Travaux sans solution pour les vélos,Travaux & Maintenance,2,1,🟢 Facile (Quick Win),8884.0,Lyon 7_Pont Raymond Barre,222.31002736317686,🔴,CRITIQUE,4,82.7
69123,45.731626044,4.824051887,Travaux pour le tram,Travaux & Maintenance,2,1,🟢 Facile (Quick Win),8884.0,Lyon 7_Pont Raymond Barre,221.98733786547467,🔴,CRITIQUE,4,82.7
69123,45.731730087,4.824050523,Jonction avenue Debourg pont Raymond Barre compliquée (même avant les travaux du tram en cours). Manque de signalétique dans cette zone.,Travaux & Maintenance,2,1,🟢 Facile (Quick Win),8884.0,Lyon 7_Pont Raymond Barre,219.9968287100652,🔴,CRITIQUE,4,82.7
69123,45.731666349,4.824035433,"""En travaux depuis des mois sans alternative, \""descendez de votre vélo\""""",Travaux & Maintenance,2,1,🟢 Facile (Quick Win),8884.0,Lyon 7_Pont Raymond Barre,219.9283065314151,🔴,CRITIQUE,4,82.7
69123,45.731579837,4.824088644,C'est vraiment pire en ce moment à cause des travaux mais même avant il y avait des problèmes pour passer sans danger des quais du Rhône à l'avenue Debourg,Travaux & Maintenance,2,1,🟢 Facile (Quick Win),8884.0,Lyon 7_Pont Raymond Barre,225.80200481204682,🔴,CRITIQUE,4,82.69
69123,45.73158478,4.824069186,travaux de voirie depuis plusieurs mois,Travaux & Maintenance,2,1,🟢 Facile (Quick Win),8884.0,Lyon 7_Pont Raymond Barre,224.21058023055073,🔴,CRITIQUE,4,82.69
69123,45.726419171,4.835612648,Travaux en cours et carrefour dangereux: voitures sur les 2 voies,Conflit Voiture/Stationnement,2,2,🟡 Moyen (Intervention),8884.0,Lyon 7_Pont Raymond Barre,1276.487333670529,🟠,ÉLEVÉE,3,82.68
69123,45.731698475,4.824158754,"Travaux sans alternative, on est oblige de passer parmis les pietons, ou sur la voie de tram, ou de s'inserer dans la circulation des vehicules sans piste cyclable",Travaux & Maintenance,2,1,🟢 Facile (Quick Win),8884.0,Lyon 7_Pont Raymond Barre,228.8126104509829,🔴,CRITIQUE,4,82.68
69123,45.73142975,4.824112369,Liaison Pont Raymond Barre <> Avenue Debourg depuis les travaux du tramway T10,Travaux & Maintenance,2,1,🟢 Facile (Quick Win),8884.0,Lyon 7_Pont Raymond Barre,231.62254278745007,🔴,CRITIQUE,4,82.67
69123,45.731685099,4.824176223,Aucun aménagement provisoire n'a vraiment été prévu pour les vélos le temps des travaux du tramway,Travaux & Maintenance,2,1,🟢 Facile (Quick Win),8884.0,Lyon 7_Pont Raymond Barre,230.37659834269317,🔴,CRITIQUE,4,82.67
